-1.641977585397849850e+02,1.867932428240749942e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.616898754911800040e+01,1.935562859925299861e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.953916893981499925e+00,1.918730890588100024e+01,1.926028722574550045e+01,1.869130613433850030e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.736488662245449888e+01,1.731254320039749928e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.715348868623500067e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354511305762400042e+01
0.000000000000000000e+00,-1.985071960354420071e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.975129212721849825e+01,2.364394638863049991e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215924743499500060e+01,2.343833478651550095e+01,2.352748174826700023e+01,2.283244059512700019e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.121214747640949838e+01,2.114820715752150093e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.095391347253750070e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.654608763131399840e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.995141299292785106e+02,8.826074847491499398e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.133676865722350158e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.292758516639699984e+01,2.050831631382899900e+01,0.000000000000000000e+00,2.000784898373100162e+01,1.990850951521450085e+01,1.144950481778099949e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.473948548225999744e+00,2.016656369267699844e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.622959454572249882e+01,0.000000000000000000e+00,1.661261403871500164e+01,2.014873279322650035e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.004853728733135085e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.050672330698749946e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.365844920236500393e+00,1.009877402071500008e+01,0.000000000000000000e+00,9.852332216616499494e+00,9.803415141780000397e+00,5.638003629088499835e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.172770213906000336e+00,9.930487046826499409e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.991831472511499612e+00,0.000000000000000000e+00,8.180439218075500563e+00,9.921706695413000432e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.898978535931649958e+01,5.435591783221499895e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.893577953256949797e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.742742635317075042e+02,2.414219252920500125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.839433956918550450e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.451016055911800606e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.211028504352199775e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.495074676429000249e+01,1.315351539992700047e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.271199277128599903e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.354738647955990132e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.538923731305649945e+01,2.441348036639600139e+01,0.000000000000000000e+00,2.381771476816750166e+01,2.369945922114349912e+01,1.362970303346500067e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.008754562501400009e+01,2.400665170338000109e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.932001056222150126e+01,0.000000000000000000e+00,1.977596407537350132e+01,2.398542546974000089e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731567764060999934e+02,2.046640815213250164e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.052515162811550020e+01,2.028842893916450052e+01,2.036559533409450040e+01,1.976396159288750098e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.836142160448200045e+01,1.830607430153050075e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.813789197727300007e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.432243912320200074e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.052663282283349986e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.259948560451100086e+01,2.428694401649299905e+01,2.437931863649150088e+01,2.365911279724450011e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.198015528498800109e+01,2.191389994051149870e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.171257165106899834e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714515590181349936e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.457021891048129874e+02,1.479171245257400003e+01,0.000000000000000000e+00,1.443074821126650065e+01,1.435909918698749976e+01,8.258005211026500092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.111872293423999736e+00,1.454522188627699997e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.170566574401400040e+01,0.000000000000000000e+00,1.198192022133799917e+01,1.453236127239700082e+01,0.000000000000000000e+00,0.000000000000000000e+00
